source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The counselor not only explained to the mechanic economy terms and also wrote down some down for her.	-1	-1	-1	-1	The counselor did not only explain the terms of the mechanic's economy and also wrote some for her.
The mechanic opened the door for the cleaner and led him to the room.	-1	-1	-1	-1	The mechanic opened the maid's door and led him to the room.
The cleaner knocked at the mechanic 's door and waited for her to show up.	-1	-1	-1	-1	The cleaning lady was knocking on the mechanic's door. And waited for her to appear.
The mover followed the writer 's instruction and waited outside his apartment.	10	4	11	7	The Monbar followed the teaching of the writer and waited outside his apartment.
The writer asked the mover to move everything to the new apartment and paid her.	-1	-1	-1	-1	The writer asked the Monbar to move everything to the new apartment and paid her.
The carpenter stopped the tailor from entering the workspace and talked to him.	-1	4	-1	4	The carpenter stopped the tailor from entering the workplace and spoke to him.
The tailor showed the carpenter the tools and let her try.	9	4	9	4	The tailor showed a carpenter the dishes and let her try.
The construction worker asked the assistant to make a list of today 's meetings and thanked him.	-1	5	-1	5	The construction worker asked the assistant to prepare a list of today's encounters and thanked him.
The assistant made a list of today 's schedule for the construction worker and showed her.	-1	11	-1	10	The assistant made a list of today's schedule for the construction worker and showed her.
The supervisor asked the secretary to stop by and assigned a task to him.	-1	-1	-1	-1	The supervisor asked the secretariat to stop and assign him a mission.
The secretary greeted the supervisor and handed her the report.	7	4	-1	4	The Secretary congratulated the supervisor and passed the report to her.
The chief hired the receptionist and bought him a new phone for work.	-1	-1	-1	-1	The chief hired the receptionist. And bought him a new phone for work.
The receptionist was hired by the chief and will receive the payment from her.	-1	-1	-1	-1	The receptionist was rented by the commander and she will receive the payment from her.
The janitor talked with the auditor and passed him the files.	-1	-1	-1	-1	The janitor spoke to the critic. And passed him the files.
The auditor called the janitor and asked her to clean up the hall.	-1	-1	-1	-1	The visitor called the server. And asked her to clean the hallway.
The analyst met the tailor at home and asked him to make a new suit.	9	4	9	4	The analyst met the tailor at home and asked him to make a new suit.
The tailor met the analyst at home and offered her a new design.	9	4	9	4	The tailor met the analyst at home and offered her a new design.
The sheriff stopped the nurse and hugged him for the great help.	7	4	-1	4	The sheriff stopped the nurse and hugged. It for the sake of the great help.
The nurse met the sheriff at the scene and helped her with the accident.	10	4	10	4	The nurse met the sheriff at the scene and helped her with the accident.
The janitor met the receptionist and got the key from him every day.	-1	-1	-1	-1	The janitor met the receptionist. And got the key from him every day.
The receptionist waits for the janitor and drives her back every day.	-1	-1	-1	-1	The receptionist is waiting for the service. And drives her back every day.
The mover went to the tailor 's house and helped him move the boxes.	-1	-1	-1	-1	The Munbar went to the tailor's house and helped him move the crates.
The tailor called the mover and asked her to arrive before 9 am.	-1	-1	-1	-1	The tailor called Monroe and asked her to arrive before 21:00.
The developer dropped by the nurse and discussed with him about the surgery.	9	5	10	6	The key was dropped by the nurse and spoke to him about the surgery.
The nurse gave the developer the prescription and told her not to worry.	-1	-1	-1	-1	The nurse gave the key to the recipe. And told her not to worry.
The mechanic helped the baker fix the machine and charged him 1000 dollars.	10	4	-1	4	The mechanic helped the baker fix the machine and blamed it for 1000 dollars.
The baker handed the mechanic the cake and waited for her to pay.	-1	-1	-1	-1	The baker gave the cake to the mechanic. And waited for her to pay.
The salesperson called the editor and asked him to write an article about the company.	7	4	7	4	The salesperson called the editor and asked him to write an article about the company.
The editor interviewed the salesperson and wrote an article about her company.	10	4	10	4	The editor interviewed the salesperson and wrote an article about her company.
The mover arrived early at the counselor 's house and offered to help him.	-1	-1	-1	-1	The Munbar came early to the counselor's house and offered to help him.
The counselor called the mover and asked her to start early.	-1	-1	-1	-1	The counselor called the instructor and asked her to start early.
The supervisor stopped the cleaner and told him not to clean that room.	-1	-1	-1	-1	The supervisor stopped the cleaning lady. And told him not to clean the room.
The cleaner stopped the supervisor and told her not to walk on that way.	7	4	7	4	The janitor stopped the supervisor and said. Her not to go that way.
The lawyer called the tailor and made an appointment with him.	-1	-1	-1	-1	The lawyer called the Tailor and set a meeting for him.
The tailor called the lawyer and made an appointment with her.	-1	4	7	4	The tailor called a lawyer and set her up.
The cook decided to fire the secretary and told him not to come here next Monday.	9	6	9	6	The massacre decided to fire the secretary and told him not to come on next Monday.
The secretary had a quarrel with the cook and threw a book to her.	-1	-1	-1	-1	The secretary had a quarrel with the cook. And threw her a book.
The farmer consulted the secretary about many things and invited him to dinner.	10	4	12	5	The farmer consulted with the secretary a lot of things and invited him to dinner.
The secretary bought many products from the farmer and asked her for a discount.	10	7	10	7	The Secretary bought many products from the farmer and asked her for a discount.
The farmer hired an assistant and told him to come to work twice a week.	7	4	7	4	The farmer hired an assistant and told him to come to work twice a week.
The assistant rescheduled the meeting for the farmer and told her to be well prepared.	-1	-1	-1	-1	The assistant is scheduled to advance the farmer's meeting and told her to be well prepared.
The supervisor had a quarrel with the attendant and decided to fire him.	-1	-1	-1	-1	The supervisor had a quarrel with the caretaker and decided to fire him.
The attendant hit the supervisor by mistake and apologized to her.	-1	4	-1	4	The caretaker beat the supervisor by mistake and apologized to her.
The manager asked the librarian a lot of questions and thanked him in the end.	11	4	11	4	The principal asked the librarian a lot of questions and thanked him in the end.
